locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCMBFCID_00354	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
OCMBFCID_00355	CDS	102				hypothetical protein
OCMBFCID_00356	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
OCMBFCID_00357	CDS	1095				hypothetical protein
OCMBFCID_00358	CDS	309	yaiY			Inner membrane protein YaiY
OCMBFCID_00359	CDS	213				hypothetical protein
OCMBFCID_00360	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
OCMBFCID_00361	CDS	261	iraP			Anti-adapter protein IraP
OCMBFCID_00362	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
OCMBFCID_00363	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
OCMBFCID_00364	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
OCMBFCID_00365	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
OCMBFCID_00366	CDS	459				hypothetical protein
OCMBFCID_00367	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
OCMBFCID_00368	CDS	192	yaiA			putative protein YaiA
OCMBFCID_00369	CDS	678				hypothetical protein
OCMBFCID_00370	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
OCMBFCID_00371	CDS	183				hypothetical protein
OCMBFCID_00372	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
OCMBFCID_00373	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
OCMBFCID_00374	CDS	1269	araJ		COG2814	Putative transporter AraJ
OCMBFCID_00375	CDS	3144	sbcC		COG0419	Nuclease SbcCD subunit C
OCMBFCID_00376	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
OCMBFCID_00377	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
OCMBFCID_00378	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
OCMBFCID_00379	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
OCMBFCID_00380	CDS	1374	proY		COG1113	Proline-specific permease ProY
OCMBFCID_00381	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
OCMBFCID_00382	CDS	1470				hypothetical protein
OCMBFCID_00383	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
OCMBFCID_00384	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
OCMBFCID_00385	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
OCMBFCID_00386	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
OCMBFCID_00387	CDS	1815	secD		COG0342	Protein translocase subunit SecD
OCMBFCID_00388	CDS	972	secF		COG0341	Protein translocase subunit SecF
OCMBFCID_00389	CDS	348				hypothetical protein
OCMBFCID_00390	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
OCMBFCID_00391	CDS	540	yajI			putative lipoprotein YajI
OCMBFCID_00392	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
OCMBFCID_00393	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
OCMBFCID_00394	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OCMBFCID_00395	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
OCMBFCID_00396	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
OCMBFCID_00397	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
OCMBFCID_00398	CDS	1572				hypothetical protein
OCMBFCID_00399	CDS	975	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
OCMBFCID_00400	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
OCMBFCID_00401	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
OCMBFCID_00402	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
OCMBFCID_00403	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
OCMBFCID_00404	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
OCMBFCID_00405	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
OCMBFCID_00406	CDS	492				hypothetical protein
OCMBFCID_00407	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
OCMBFCID_00408	CDS	891	cyoE	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
OCMBFCID_00409	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
OCMBFCID_00410	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
OCMBFCID_00411	CDS	1992	cyoB	1.10.3.10	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
OCMBFCID_00412	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
OCMBFCID_00413	CDS	1476	ampG_1		COG0477	Protein AmpG
OCMBFCID_00414	CDS	579				hypothetical protein
OCMBFCID_00415	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
OCMBFCID_00416	CDS	1299	tig	5.2.1.8		Trigger factor
OCMBFCID_00417	CDS	624	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
OCMBFCID_00418	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
OCMBFCID_00419	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
OCMBFCID_00420	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
OCMBFCID_00421	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
OCMBFCID_00422	CDS	372			COG1555	putative protein
OCMBFCID_00423	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
OCMBFCID_00424	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
OCMBFCID_00425	CDS	1701	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
OCMBFCID_00426	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
OCMBFCID_00427	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
OCMBFCID_00428	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
OCMBFCID_00429	CDS	1782	mdlB	3.6.3.44	COG1132	Multidrug resistance-like ATP-binding protein MdlB
OCMBFCID_00430	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
OCMBFCID_00431	CDS	1287	amtB			Ammonia channel
OCMBFCID_00432	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
OCMBFCID_00433	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
OCMBFCID_00434	CDS	312	atl		COG3695	DNA base-flipping protein
OCMBFCID_00435	CDS	354	ybaA		COG5507	putative protein YbaA
OCMBFCID_00436	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
OCMBFCID_00437	CDS	471	ylaC			Inner membrane protein YlaC
OCMBFCID_00438	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
OCMBFCID_00439	CDS	219	hha_1			Hemolysin expression-modulating protein Hha
OCMBFCID_00440	CDS	375	tomB			Hha toxicity modulator TomB
OCMBFCID_00441	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
OCMBFCID_00442	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
OCMBFCID_00443	CDS	648	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
OCMBFCID_00444	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
OCMBFCID_00445	CDS	165				hypothetical protein
OCMBFCID_00446	CDS	528	priC		COG3923	Primosomal replication protein N''
OCMBFCID_00447	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
OCMBFCID_00448	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
OCMBFCID_00449	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
OCMBFCID_00450	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
OCMBFCID_00451	CDS	606	recR		COG0353	Recombination protein RecR
OCMBFCID_00452	CDS	1875	htpG		COG0326	Chaperone protein HtpG
OCMBFCID_00453	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
OCMBFCID_00454	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
OCMBFCID_00455	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
OCMBFCID_00456	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
OCMBFCID_00457	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
OCMBFCID_00458	CDS	1221	fsr			Fosmidomycin resistance protein
OCMBFCID_00459	CDS	1653	ushA		COG0737	Protein UshA
OCMBFCID_00460	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
OCMBFCID_00461	CDS	795				hypothetical protein
OCMBFCID_00462	CDS	2505	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
OCMBFCID_00463	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
OCMBFCID_00464	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
OCMBFCID_00465	CDS	1356	bepC			Outer membrane efflux protein BepC
OCMBFCID_00466	CDS	20778				hypothetical protein
OCMBFCID_00467	CDS	2163	ltxB	3.6.3.43	COG2274	Leukotoxin export ATP-binding protein LtxB
OCMBFCID_00468	CDS	1176	prsE			Type I secretion system membrane fusion protein PrsE
OCMBFCID_00469	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
OCMBFCID_00470	CDS	204				hypothetical protein
OCMBFCID_00471	CDS	423				hypothetical protein
OCMBFCID_00472	CDS	1785	smc			Chromosome partition protein Smc
OCMBFCID_00473	CDS	363				hypothetical protein
OCMBFCID_00474	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
OCMBFCID_00475	CDS	918	qmcA		COG0330	Protein QmcA
OCMBFCID_00476	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
OCMBFCID_00477	CDS	780	fetB		COG0390	putative iron export permease protein FetB
OCMBFCID_00478	CDS	855	ybbN		COG3118	putative protein YbbN
OCMBFCID_00479	CDS	771		1.-.-.-	COG4221	putative oxidoreductase
OCMBFCID_00480	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
OCMBFCID_00481	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OCMBFCID_00482	CDS	2415				hypothetical protein
OCMBFCID_00483	CDS	1095	selU	2.9.1.-	COG2603	tRNA 2-selenouridine synthase
OCMBFCID_00484	CDS	927	allS			HTH-type transcriptional activator AllS
OCMBFCID_00485	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
OCMBFCID_00486	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
OCMBFCID_00487	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
OCMBFCID_00488	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
OCMBFCID_00489	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
OCMBFCID_00490	CDS	1455	ybbW		COG1953	Putative allantoin permease
OCMBFCID_00491	CDS	981				hypothetical protein
OCMBFCID_00492	CDS	1233	allB	3.5.2.5	COG0044	Allantoinase
OCMBFCID_00493	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
OCMBFCID_00494	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
OCMBFCID_00495	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
OCMBFCID_00496	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
OCMBFCID_00497	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
OCMBFCID_00498	CDS	1668	fdrA_2		COG0074	Protein FdrA
OCMBFCID_00499	CDS	1260				hypothetical protein
OCMBFCID_00500	CDS	816				hypothetical protein
OCMBFCID_00501	CDS	894	arcC2_2	2.7.2.2		Carbamate kinase 2
OCMBFCID_00502	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
OCMBFCID_00503	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
OCMBFCID_00504	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
OCMBFCID_00505	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
OCMBFCID_00506	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OCMBFCID_00507	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
OCMBFCID_00508	CDS	213	ybcJ		COG2501	putative protein YbcJ
OCMBFCID_00509	CDS	867	folD		COG0190	Bifunctional protein FolD protein
OCMBFCID_00510	CDS	543	sfmA			putative fimbrial-like protein SfmA
OCMBFCID_00511	CDS	693	sfmC			putative fimbrial chaperone SfmC
OCMBFCID_00512	CDS	2610	sfmD		COG3188	Outer membrane usher protein SfmD
OCMBFCID_00513	CDS	1008	sfmH_1			putative fimbrial-like protein SfmH
OCMBFCID_00514	CDS	516	sfmF			putative fimbrial-like protein SfmF
OCMBFCID_00515	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
OCMBFCID_00516	tRNA	77				tRNA-Arg(tct)
OCMBFCID_00517	CDS	1164	intQ_1		COG0582	Putative defective protein IntQ
OCMBFCID_00518	CDS	279				hypothetical protein
OCMBFCID_00519	CDS	219				hypothetical protein
OCMBFCID_00520	CDS	222				hypothetical protein
OCMBFCID_00521	CDS	192				hypothetical protein
OCMBFCID_00522	CDS	183				hypothetical protein
OCMBFCID_00523	CDS	681				hypothetical protein
OCMBFCID_00524	CDS	786				hypothetical protein
OCMBFCID_00525	CDS	297				hypothetical protein
OCMBFCID_00526	CDS	207				hypothetical protein
OCMBFCID_00527	CDS	933				hypothetical protein
OCMBFCID_00528	CDS	474				hypothetical protein
OCMBFCID_00529	CDS	756	prtR		COG2932	HTH-type transcriptional regulator PrtR
OCMBFCID_00530	CDS	231				hypothetical protein
OCMBFCID_00531	CDS	540				hypothetical protein
OCMBFCID_00532	CDS	1005				hypothetical protein
OCMBFCID_00533	CDS	702				hypothetical protein
OCMBFCID_00534	CDS	303				hypothetical protein
OCMBFCID_00535	CDS	1503				hypothetical protein
OCMBFCID_00536	CDS	609				hypothetical protein
OCMBFCID_00537	CDS	507				hypothetical protein
OCMBFCID_00538	CDS	456				hypothetical protein
OCMBFCID_00539	CDS	171				hypothetical protein
OCMBFCID_00540	CDS	291	ybcO	3.1.-.-		Putative nuclease YbcO
OCMBFCID_00541	CDS	363	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OCMBFCID_00542	CDS	384				hypothetical protein
OCMBFCID_00543	CDS	1083	ompD_1			Outer membrane porin protein OmpD
OCMBFCID_00544	CDS	216				hypothetical protein
OCMBFCID_00545	CDS	498	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
OCMBFCID_00546	CDS	468				hypothetical protein
OCMBFCID_00547	CDS	153				hypothetical protein
OCMBFCID_00548	CDS	981				hypothetical protein
OCMBFCID_00549	CDS	546				hypothetical protein
OCMBFCID_00550	CDS	1926				hypothetical protein
OCMBFCID_00551	CDS	207				hypothetical protein
OCMBFCID_00552	CDS	1602				hypothetical protein
OCMBFCID_00553	CDS	1332	sppA_1	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OCMBFCID_00554	CDS	333				hypothetical protein
OCMBFCID_00555	CDS	1026				hypothetical protein
OCMBFCID_00556	CDS	396				hypothetical protein
OCMBFCID_00557	CDS	354				hypothetical protein
OCMBFCID_00558	CDS	579				hypothetical protein
OCMBFCID_00559	CDS	396				hypothetical protein
OCMBFCID_00560	CDS	741				hypothetical protein
OCMBFCID_00561	CDS	423				hypothetical protein
OCMBFCID_00562	CDS	435				hypothetical protein
OCMBFCID_00563	CDS	2556				hypothetical protein
OCMBFCID_00564	CDS	330				hypothetical protein
OCMBFCID_00565	CDS	699				hypothetical protein
OCMBFCID_00566	CDS	744	mec_1	3.13.1.6	COG1310	CysO-cysteine peptidase
OCMBFCID_00567	CDS	573				hypothetical protein
OCMBFCID_00568	CDS	3498				hypothetical protein
OCMBFCID_00569	CDS	2370				hypothetical protein
OCMBFCID_00570	CDS	282				hypothetical protein
OCMBFCID_00571	CDS	705				hypothetical protein
OCMBFCID_00572	CDS	294				hypothetical protein
OCMBFCID_00573	CDS	750	appY		COG2207	HTH-type transcriptional regulator AppY
OCMBFCID_00574	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
OCMBFCID_00575	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
OCMBFCID_00576	CDS	891				hypothetical protein
OCMBFCID_00577	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
OCMBFCID_00578	CDS	2238				hypothetical protein
OCMBFCID_00579	CDS	537				hypothetical protein
OCMBFCID_00580	CDS	429				hypothetical protein
OCMBFCID_00581	CDS	447				hypothetical protein
OCMBFCID_00582	CDS	120				hypothetical protein
OCMBFCID_00583	CDS	243				hypothetical protein
OCMBFCID_00584	CDS	1137				hypothetical protein
OCMBFCID_00585	CDS	201				hypothetical protein
OCMBFCID_00586	CDS	462				hypothetical protein
OCMBFCID_00587	CDS	657				hypothetical protein
OCMBFCID_00588	CDS	471				hypothetical protein
OCMBFCID_00589	CDS	279				hypothetical protein
OCMBFCID_00590	CDS	1011				hypothetical protein
OCMBFCID_00591	CDS	315				hypothetical protein
OCMBFCID_00592	CDS	1041				hypothetical protein
OCMBFCID_00593	CDS	1041				hypothetical protein
OCMBFCID_00594	CDS	300				hypothetical protein
OCMBFCID_00595	CDS	1449	cusS	2.7.13.3	COG0642	Sensor kinase CusS
OCMBFCID_00596	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
OCMBFCID_00597	CDS	1383	cusC_1		COG1538	Cation efflux system protein CusC
OCMBFCID_00598	CDS	333	cusF		COG5569	Cation efflux system protein CusF
OCMBFCID_00599	CDS	1224	cusB			Cation efflux system protein CusB
OCMBFCID_00600	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
OCMBFCID_00601	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
OCMBFCID_00602	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
OCMBFCID_00603	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
OCMBFCID_00604	CDS	384	yjbR_1		COG2315	putative protein YjbR
OCMBFCID_00605	CDS	249				hypothetical protein
OCMBFCID_00606	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
OCMBFCID_00607	CDS	177				hypothetical protein
OCMBFCID_00608	CDS	153	hokA_1			Protein HokA
OCMBFCID_00609	CDS	153	hokA_2			Protein HokA
OCMBFCID_00610	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
OCMBFCID_00611	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
OCMBFCID_00612	CDS	1203	fes		COG2382	Enterochelin esterase
OCMBFCID_00613	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
OCMBFCID_00614	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
OCMBFCID_00615	CDS	1119	fepE		COG3765	Ferric enterobactin transport protein FepE
OCMBFCID_00616	CDS	816	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
OCMBFCID_00617	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
OCMBFCID_00618	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
OCMBFCID_00619	CDS	1251	entS		COG0477	Enterobactin exporter EntS
OCMBFCID_00620	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
OCMBFCID_00621	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
OCMBFCID_00622	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
OCMBFCID_00623	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
OCMBFCID_00624	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
OCMBFCID_00625	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
OCMBFCID_00626	CDS	2106	cstA		COG1966	Peptide transporter CstA
OCMBFCID_00627	CDS	198				hypothetical protein
OCMBFCID_00628	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
OCMBFCID_00629	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
OCMBFCID_00630	CDS	630	ybdM		COG1475	putative protein YbdM
OCMBFCID_00631	CDS	1221	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
OCMBFCID_00632	CDS	903	ybdO_1			putative HTH-type transcriptional regulator YbdO
OCMBFCID_00633	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
OCMBFCID_00634	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
OCMBFCID_00635	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
OCMBFCID_00636	CDS	429	uspG		COG0589	Universal stress protein UP12
OCMBFCID_00637	CDS	90				hypothetical protein
OCMBFCID_00638	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
OCMBFCID_00639	CDS	807	rna	3.1.27.6	COG3719	Ribonuclease I
OCMBFCID_00640	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
OCMBFCID_00641	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
OCMBFCID_00642	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
OCMBFCID_00643	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
OCMBFCID_00644	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
OCMBFCID_00645	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
OCMBFCID_00646	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
OCMBFCID_00647	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
OCMBFCID_00648	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
OCMBFCID_00649	CDS	1386	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
OCMBFCID_00650	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
OCMBFCID_00651	CDS	210	cspE		COG1278	Cold shock-like protein CspE
OCMBFCID_00652	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
OCMBFCID_00653	CDS	789	ybeM	3.5.1.-		Deaminated glutathione amidase
OCMBFCID_00654	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
OCMBFCID_00655	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
OCMBFCID_00656	CDS	954	ybdO_2			putative HTH-type transcriptional regulator YbdO
OCMBFCID_00657	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
OCMBFCID_00658	CDS	264				hypothetical protein
OCMBFCID_00659	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
OCMBFCID_00660	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
OCMBFCID_00661	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
OCMBFCID_00662	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
OCMBFCID_00663	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
OCMBFCID_00664	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
OCMBFCID_00665	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
OCMBFCID_00666	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
OCMBFCID_00667	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
OCMBFCID_00668	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
OCMBFCID_00669	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
OCMBFCID_00670	CDS	483				hypothetical protein
OCMBFCID_00671	CDS	978	esiB_1			Secretory immunoglobulin A-binding protein EsiB
OCMBFCID_00672	CDS	708				hypothetical protein
OCMBFCID_00673	CDS	1428				hypothetical protein
OCMBFCID_00674	CDS	555	ybeT		COG0790	Sel1-repeat-containing protein YbeT
OCMBFCID_00675	CDS	708				hypothetical protein
OCMBFCID_00676	CDS	1452				hypothetical protein
OCMBFCID_00677	CDS	1671	hscC		COG0443	Chaperone protein HscC
OCMBFCID_00678	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
OCMBFCID_00679	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
OCMBFCID_00680	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
OCMBFCID_00681	CDS	741	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
OCMBFCID_00682	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
OCMBFCID_00683	CDS	1539	lnt	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
OCMBFCID_00684	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
