locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNIJKLNN_00317	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
FNIJKLNN_00318	CDS	1257	nupG			Nucleoside permease NupG
FNIJKLNN_00319	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
FNIJKLNN_00320	CDS	708	ydfK_1		COG1811	putative membrane protein YdfK
FNIJKLNN_00321	tRNA	76				tRNA-Phe(gaa)
FNIJKLNN_00322	CDS	1266	intS		COG0582	Prophage integrase IntS
FNIJKLNN_00323	CDS	1044				hypothetical protein
FNIJKLNN_00324	CDS	330	opgE_1	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
FNIJKLNN_00325	CDS	432	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
FNIJKLNN_00326	CDS	405				hypothetical protein
FNIJKLNN_00327	CDS	348				hypothetical protein
FNIJKLNN_00328	CDS	408				hypothetical protein
FNIJKLNN_00329	CDS	1119				hypothetical protein
FNIJKLNN_00330	CDS	501	mprA_2		COG1846	Transcriptional repressor MprA
FNIJKLNN_00331	CDS	1011	papG			Fimbrial adhesin PapG
FNIJKLNN_00332	CDS	501	prsF			Minor fimbrial protein PrsF
FNIJKLNN_00333	CDS	528	papE			Fimbrial protein PapE
FNIJKLNN_00334	CDS	537	papK			Fimbrial adapter PapK
FNIJKLNN_00335	CDS	582				hypothetical protein
FNIJKLNN_00336	CDS	720	papD_1		COG3121	Chaperone protein PapD
FNIJKLNN_00337	CDS	2520	papC_1		COG3188	Outer membrane usher protein PapC
FNIJKLNN_00338	CDS	588	papH			PAP fimbrial minor pilin protein
FNIJKLNN_00339	CDS	537	papA			Pap fimbrial major pilin protein
FNIJKLNN_00340	CDS	273	papB			Major pilu subunit operon regulatory protein PapB
FNIJKLNN_00341	CDS	222				P fimbrial regulatory protein KS71A
FNIJKLNN_00342	CDS	519				hypothetical protein
FNIJKLNN_00343	CDS	357				hypothetical protein
FNIJKLNN_00344	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
FNIJKLNN_00345	CDS	114				hypothetical protein
FNIJKLNN_00346	CDS	633				hypothetical protein
FNIJKLNN_00347	CDS	261				hypothetical protein
FNIJKLNN_00348	CDS	561				hypothetical protein
FNIJKLNN_00349	CDS	429				hypothetical protein
FNIJKLNN_00350	CDS	273				hypothetical protein
FNIJKLNN_00351	CDS	216				hypothetical protein
FNIJKLNN_00352	CDS	369				hypothetical protein
FNIJKLNN_00353	CDS	243				hypothetical protein
FNIJKLNN_00354	CDS	2091	cirA_1		COG4771	Colicin I receptor
FNIJKLNN_00355	CDS	906				hypothetical protein
FNIJKLNN_00356	CDS	330				hypothetical protein
FNIJKLNN_00357	CDS	1134				hypothetical protein
FNIJKLNN_00358	CDS	1569				hypothetical protein
FNIJKLNN_00359	CDS	351				hypothetical protein
FNIJKLNN_00360	CDS	435				hypothetical protein
FNIJKLNN_00361	CDS	582				hypothetical protein
FNIJKLNN_00362	CDS	3888	sat	3.4.21.-	COG3468	Serine protease sat autotransporter
FNIJKLNN_00363	CDS	2199	iutA			Ferric aerobactin receptor
FNIJKLNN_00364	CDS	1338	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
FNIJKLNN_00365	CDS	1743	iucC	6.3.2.39	COG4264	Aerobactin synthase
FNIJKLNN_00366	CDS	948	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
FNIJKLNN_00367	CDS	1725	iucA	6.3.2.38		N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
FNIJKLNN_00368	CDS	1194				hypothetical protein
FNIJKLNN_00369	CDS	987	nanS_1	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
FNIJKLNN_00370	CDS	735	nanR_1		COG2186	HTH-type transcriptional repressor NanR
FNIJKLNN_00371	CDS	936	axeA1_1	3.1.1.72	COG0657	Acetylxylan esterase
FNIJKLNN_00372	CDS	1110	nanM_1	5.1.3.24	COG3055	N-acetylneuraminate epimerase
FNIJKLNN_00373	CDS	711	nanC_1			putative N-acetylneuraminic acid outer membrane channel protein NanC
FNIJKLNN_00374	CDS	810	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
FNIJKLNN_00375	CDS	1473	nanT_1			Sialic acid transporter NanT
FNIJKLNN_00376	CDS	876	nanK_1	2.7.1.60	COG1940	N-acetylmannosamine kinase
FNIJKLNN_00377	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
FNIJKLNN_00378	CDS	426				hypothetical protein
FNIJKLNN_00379	CDS	351				hypothetical protein
FNIJKLNN_00380	CDS	1101				hypothetical protein
FNIJKLNN_00381	CDS	1539				hypothetical protein
FNIJKLNN_00382	CDS	309				hypothetical protein
FNIJKLNN_00383	CDS	384				hypothetical protein
FNIJKLNN_00384	CDS	570				hypothetical protein
FNIJKLNN_00385	CDS	207				hypothetical protein
FNIJKLNN_00386	CDS	573				hypothetical protein
FNIJKLNN_00387	CDS	1491				hypothetical protein
FNIJKLNN_00388	CDS	873	era_1		COG1159	GTPase Era
FNIJKLNN_00389	CDS	3120	flu_1		COG3468	Antigen 43
FNIJKLNN_00390	CDS	2517	yeeR_1			Inner membrane protein YeeR
FNIJKLNN_00391	CDS	456				hypothetical protein
FNIJKLNN_00392	CDS	822				hypothetical protein
FNIJKLNN_00393	CDS	474	klcA_1			Antirestriction protein KlcA
FNIJKLNN_00394	CDS	477				hypothetical protein
FNIJKLNN_00395	CDS	222				hypothetical protein
FNIJKLNN_00396	CDS	645				hypothetical protein
FNIJKLNN_00397	CDS	381	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
FNIJKLNN_00398	CDS	378	cbtA_1			Cytoskeleton-binding toxin CbtA
FNIJKLNN_00399	CDS	489				hypothetical protein
FNIJKLNN_00400	CDS	198				hypothetical protein
FNIJKLNN_00401	CDS	846				hypothetical protein
FNIJKLNN_00402	CDS	396				hypothetical protein
FNIJKLNN_00403	CDS	741				hypothetical protein
FNIJKLNN_00404	CDS	156				hypothetical protein
FNIJKLNN_00405	CDS	984	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
FNIJKLNN_00406	CDS	1149				hypothetical protein
FNIJKLNN_00407	CDS	1677	kpsD		COG1596	Polysialic acid transport protein KpsD
FNIJKLNN_00408	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
FNIJKLNN_00409	CDS	2028				hypothetical protein
FNIJKLNN_00410	CDS	1233				hypothetical protein
FNIJKLNN_00411	CDS	1578				hypothetical protein
FNIJKLNN_00412	CDS	372				hypothetical protein
FNIJKLNN_00413	CDS	747				hypothetical protein
FNIJKLNN_00414	CDS	2490	neuO	2.3.1.136		Polysialic acid O-acetyltransferase
FNIJKLNN_00415	CDS	681	kpsT			Polysialic acid transport ATP-binding protein KpsT
FNIJKLNN_00416	CDS	3747				hypothetical protein
FNIJKLNN_00417	CDS	993				hypothetical protein
FNIJKLNN_00418	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
FNIJKLNN_00419	CDS	537	epsM		COG3149	Type II secretion system protein M
FNIJKLNN_00420	CDS	1179	epsL		COG3297	Type II secretion system protein L
FNIJKLNN_00421	CDS	978	gspK		COG3156	Putative type II secretion system protein K
FNIJKLNN_00422	CDS	606	xcpW		COG4795	Type II secretion system protein J
FNIJKLNN_00423	CDS	372	xcpV		COG2165	Type II secretion system protein I
FNIJKLNN_00424	CDS	564	epsH_1			Type II secretion system protein H
FNIJKLNN_00425	CDS	456	epsG		COG2165	Type II secretion system protein G
FNIJKLNN_00426	CDS	1224	epsF_1		COG1459	Type II secretion system protein F
FNIJKLNN_00427	CDS	1494	epsE_1		COG2804	Type II secretion system protein E
FNIJKLNN_00428	CDS	2061	epsD			Type II secretion system protein D
FNIJKLNN_00429	CDS	831	epsC		COG3031	Type II secretion system protein C
FNIJKLNN_00430	CDS	411				hypothetical protein
FNIJKLNN_00431	CDS	810	pppA		COG1989	Leader peptidase PppA
FNIJKLNN_00432	CDS	4563				hypothetical protein
FNIJKLNN_00433	CDS	1683	glcA		COG1620	Glycolate permease GlcA
FNIJKLNN_00434	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
FNIJKLNN_00435	CDS	405				hypothetical protein
FNIJKLNN_00436	CDS	1224	lutA_1		COG0247	Lactate utilization protein A
FNIJKLNN_00437	CDS	1053		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FNIJKLNN_00438	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FNIJKLNN_00439	CDS	765	glcC		COG2186	Glc operon transcriptional activator
FNIJKLNN_00440	CDS	1143				hypothetical protein
FNIJKLNN_00441	CDS	2622		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
FNIJKLNN_00442	CDS	249	acpP_1			Acyl carrier protein
FNIJKLNN_00443	CDS	1173	bioF_1	2.3.1.47		8-amino-7-oxononanoate synthase
FNIJKLNN_00444	CDS	948	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
FNIJKLNN_00445	CDS	1071	lptF_1		COG0795	Lipopolysaccharide export system permease protein LptF
FNIJKLNN_00446	CDS	561	ytfJ_1		COG3054	putative protein YtfJ
FNIJKLNN_00447	CDS	825				hypothetical protein
FNIJKLNN_00448	CDS	1350	yghQ		COG2244	Inner membrane protein YghQ
FNIJKLNN_00449	CDS	759	tmk_1	2.7.4.9		Thymidylate kinase
FNIJKLNN_00450	CDS	699				hypothetical protein
FNIJKLNN_00451	CDS	693	tmk_2	2.7.4.9		Thymidylate kinase
FNIJKLNN_00452	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
FNIJKLNN_00453	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
FNIJKLNN_00454	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
FNIJKLNN_00455	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
FNIJKLNN_00456	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
FNIJKLNN_00457	CDS	489	hybE			Hydrogenase-2 operon protein HybE
FNIJKLNN_00458	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
FNIJKLNN_00459	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
FNIJKLNN_00460	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
FNIJKLNN_00461	CDS	987	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
FNIJKLNN_00462	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
FNIJKLNN_00463	CDS	288				hypothetical protein
FNIJKLNN_00464	CDS	888	clcD_1	3.1.1.45		Carboxymethylenebutenolidase
FNIJKLNN_00465	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
FNIJKLNN_00466	CDS	495				hypothetical protein
FNIJKLNN_00467	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
FNIJKLNN_00468	CDS	459				hypothetical protein
FNIJKLNN_00469	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
FNIJKLNN_00470	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
FNIJKLNN_00471	CDS	1188	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
FNIJKLNN_00472	CDS	660	yghB		COG0586	Inner membrane protein YghB
FNIJKLNN_00473	CDS	957	rclR_1		COG2207	RCS-specific HTH-type transcriptional activator RclR
FNIJKLNN_00474	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
FNIJKLNN_00475	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
FNIJKLNN_00476	CDS	927				hypothetical protein
FNIJKLNN_00477	CDS	258	lpp_1		COG4238	Major outer membrane prolipoprotein Lpp
FNIJKLNN_00478	CDS	2220	rimO_1	2.8.4.4		Ribosomal protein S12 methylthiotransferase RimO
FNIJKLNN_00479	CDS	1413	ftsP		COG2132	Cell division protein FtsP
FNIJKLNN_00480	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
FNIJKLNN_00481	CDS	2259	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
FNIJKLNN_00482	CDS	1608	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
FNIJKLNN_00483	CDS	396	mqsA		COG1396	Antitoxin MqsA
FNIJKLNN_00484	CDS	297	mqsR	3.1.-.-		mRNA interferase toxin MqsR
FNIJKLNN_00485	CDS	483	sbmC_1			DNA gyrase inhibitor
FNIJKLNN_00486	CDS	393	ygiW_1		COG3111	Protein YgiW
FNIJKLNN_00487	CDS	660	qseB			Transcriptional regulatory protein QseB
FNIJKLNN_00488	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
FNIJKLNN_00489	CDS	582	mdaB		COG2249	Modulator of drug activity B
FNIJKLNN_00490	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
FNIJKLNN_00491	CDS	1893	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
FNIJKLNN_00492	CDS	582				hypothetical protein
FNIJKLNN_00493	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FNIJKLNN_00494	CDS	423				hypothetical protein
FNIJKLNN_00495	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
FNIJKLNN_00496	CDS	1482	tolC		COG1538	Outer membrane protein TolC
FNIJKLNN_00497	CDS	672				hypothetical protein
FNIJKLNN_00498	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
FNIJKLNN_00499	CDS	1797	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
FNIJKLNN_00500	CDS	669	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
FNIJKLNN_00501	CDS	672	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
FNIJKLNN_00502	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
FNIJKLNN_00503	CDS	774	zupT		COG0428	Zinc transporter ZupT
FNIJKLNN_00504	CDS	171				hypothetical protein
FNIJKLNN_00505	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
FNIJKLNN_00506	CDS	300	yqiC		COG2960	putative protein YqiC
FNIJKLNN_00507	CDS	201	glgS			Surface composition regulator
FNIJKLNN_00508	CDS	630	yqiJ			Inner membrane protein YqiJ
FNIJKLNN_00509	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
FNIJKLNN_00510	CDS	1434	hldE		COG2870	Bifunctional protein HldE
FNIJKLNN_00511	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
FNIJKLNN_00512	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
FNIJKLNN_00513	CDS	621				hypothetical protein
FNIJKLNN_00514	CDS	1239	cca		COG0617	Multifunctional CCA protein
FNIJKLNN_00515	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
FNIJKLNN_00516	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
FNIJKLNN_00517	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
FNIJKLNN_00518	CDS	933	dmlR_2			HTH-type transcriptional regulator DmlR
FNIJKLNN_00519	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
FNIJKLNN_00520	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
FNIJKLNN_00521	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
FNIJKLNN_00522	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
FNIJKLNN_00523	CDS	216	rpsU		COG0828	30S ribosomal protein S21
FNIJKLNN_00524	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
FNIJKLNN_00525	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
FNIJKLNN_00526	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
FNIJKLNN_00527	tRNA	76				tRNA-Met(cat)
FNIJKLNN_00528	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
FNIJKLNN_00529	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
FNIJKLNN_00530	CDS	1521	aer		COG0840	Aerotaxis receptor
FNIJKLNN_00531	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
FNIJKLNN_00532	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
FNIJKLNN_00533	CDS	984	lacR		COG1609	HTH-type transcriptional regulator LacR
FNIJKLNN_00534	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
FNIJKLNN_00535	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
FNIJKLNN_00536	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
FNIJKLNN_00537	CDS	1071				hypothetical protein
FNIJKLNN_00538	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
FNIJKLNN_00539	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
FNIJKLNN_00540	CDS	417	higA		COG5499	Antitoxin HigA
FNIJKLNN_00541	CDS	315	higB_1	3.1.-.-	COG4680	mRNA interferase toxin HigB
FNIJKLNN_00542	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
FNIJKLNN_00543	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
FNIJKLNN_00544	CDS	684				hypothetical protein
FNIJKLNN_00545	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
FNIJKLNN_00546	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
FNIJKLNN_00547	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
FNIJKLNN_00548	CDS	552	ygjV			Inner membrane protein YgjV
FNIJKLNN_00549	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
FNIJKLNN_00550	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
FNIJKLNN_00551	CDS	1299	exuT_1			Hexuronate transporter
FNIJKLNN_00552	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
FNIJKLNN_00553	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
FNIJKLNN_00554	CDS	384	mzrA			Modulator protein MzrA
FNIJKLNN_00555	CDS	369	yqjC			Protein YqjC
FNIJKLNN_00556	CDS	306	yqjD		COG4575	putative protein YqjD
FNIJKLNN_00557	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
FNIJKLNN_00558	CDS	300				hypothetical protein
FNIJKLNN_00559	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
FNIJKLNN_00560	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
FNIJKLNN_00561	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
FNIJKLNN_00562	CDS	357	yhaI		COG3152	Inner membrane protein YhaI
FNIJKLNN_00563	CDS	897	yhaJ_1			HTH-type transcriptional regulator YhaJ
FNIJKLNN_00564	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
FNIJKLNN_00565	CDS	165				hypothetical protein
FNIJKLNN_00566	CDS	1311				hypothetical protein
FNIJKLNN_00567	CDS	1332	dlsT		COG0814	putative serine transporter
FNIJKLNN_00568	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
FNIJKLNN_00569	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
FNIJKLNN_00570	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
FNIJKLNN_00571	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
FNIJKLNN_00572	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
FNIJKLNN_00573	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
FNIJKLNN_00574	CDS	939	tsaR_1			HTH-type transcriptional regulator TsaR
FNIJKLNN_00575	CDS	345				hypothetical protein
FNIJKLNN_00576	CDS	540				hypothetical protein
FNIJKLNN_00577	CDS	1188				hypothetical protein
FNIJKLNN_00578	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
FNIJKLNN_00579	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FNIJKLNN_00580	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
FNIJKLNN_00581	CDS	1335	garP			putative galactarate transporter
FNIJKLNN_00582	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
FNIJKLNN_00583	CDS	336	prlF		COG2002	Antitoxin PrlF
FNIJKLNN_00584	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
FNIJKLNN_00585	CDS	810	srlR_2		COG1349	Glucitol operon repressor
FNIJKLNN_00586	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
FNIJKLNN_00587	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
FNIJKLNN_00588	CDS	780	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
FNIJKLNN_00589	CDS	879	manZ_1		COG3716	PTS system mannose-specific EIID component
FNIJKLNN_00590	CDS	435	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
FNIJKLNN_00591	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
FNIJKLNN_00592	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
FNIJKLNN_00593	CDS	861	kbaY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
FNIJKLNN_00594	CDS	477	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
FNIJKLNN_00595	CDS	804	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
FNIJKLNN_00596	CDS	792	manZ_2		COG3716	PTS system mannose-specific EIID component
FNIJKLNN_00597	CDS	714	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
FNIJKLNN_00598	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
FNIJKLNN_00599	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
FNIJKLNN_00600	CDS	396				hypothetical protein
FNIJKLNN_00601	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
FNIJKLNN_00602	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
FNIJKLNN_00603	CDS	1041			COG0701	Putative two-component membrane permease complex subunit SMU_747c
FNIJKLNN_00604	CDS	636				hypothetical protein
FNIJKLNN_00605	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
FNIJKLNN_00606	CDS	444				hypothetical protein
FNIJKLNN_00607	CDS	303				hypothetical protein
FNIJKLNN_00608	CDS	504				hypothetical protein
FNIJKLNN_00609	CDS	525				hypothetical protein
FNIJKLNN_00610	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
FNIJKLNN_00611	CDS	879				hypothetical protein
FNIJKLNN_00612	CDS	1008	limB	1.14.13.107		Limonene 1,2-monooxygenase
FNIJKLNN_00613	CDS	720				hypothetical protein
FNIJKLNN_00614	CDS	531				hypothetical protein
FNIJKLNN_00615	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
FNIJKLNN_00616	CDS	1902	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
FNIJKLNN_00617	CDS	885	nlpI		COG4785	Lipoprotein NlpI
FNIJKLNN_00618	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
FNIJKLNN_00619	CDS	270	rpsO		COG0184	30S ribosomal protein S15
FNIJKLNN_00620	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
FNIJKLNN_00621	CDS	402	rbfA		COG0858	30S ribosome-binding factor
FNIJKLNN_00622	CDS	2673	infB		COG0532	Translation initiation factor IF-2
FNIJKLNN_00623	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
FNIJKLNN_00624	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
FNIJKLNN_00625	tRNA	77				tRNA-Met(cat)
FNIJKLNN_00626	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
FNIJKLNN_00627	CDS	1518	yhbX	2.7.-.-	COG2194	Putative phosphoethanolamine transferase YhbX
FNIJKLNN_00628	tRNA	87				tRNA-Leu(gag)
FNIJKLNN_00629	CDS	333	secG		COG1314	Protein-export membrane protein SecG
FNIJKLNN_00630	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
FNIJKLNN_00631	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
FNIJKLNN_00632	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
FNIJKLNN_00633	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
FNIJKLNN_00634	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
FNIJKLNN_00635	CDS	477	greA		COG0782	Transcription elongation factor GreA
FNIJKLNN_00636	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
FNIJKLNN_00637	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
FNIJKLNN_00638	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
FNIJKLNN_00639	CDS	258	rpmA		COG0211	50S ribosomal protein L27
FNIJKLNN_00640	CDS	312	rplU		COG0261	50S ribosomal protein L21
FNIJKLNN_00641	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
FNIJKLNN_00642	CDS	279				hypothetical protein
FNIJKLNN_00643	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
FNIJKLNN_00644	CDS	270	ibaG		COG5007	Acid stress protein IbaG
FNIJKLNN_00645	CDS	294	mlaB		COG3113	putative phospholipid ABC transporter-binding protein MlaB
FNIJKLNN_00646	CDS	636	mlaC		COG2854	putative phospholipid-binding protein MlaC
FNIJKLNN_00647	CDS	552	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
FNIJKLNN_00648	CDS	783	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
FNIJKLNN_00649	CDS	810	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
FNIJKLNN_00650	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
FNIJKLNN_00651	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
FNIJKLNN_00652	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
FNIJKLNN_00653	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
FNIJKLNN_00654	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
